YEAR,STATE,A_SPCRA,A_POSBAC,A_DIST,A_DROWSY,WRK_ZONE,WEATHER,DRIVER_AGE_BUCKET,FATALS
2007,44,1,2,2,2,0,0,Teen (15-20),2
2007,44,1,2,2,2,0,0,Young Adult (21-24),1
2007,44,1,3,2,2,0,0,Adult (25-64),2
2007,44,1,3,2,2,0,0,Teen (15-20),4
2007,44,2,1,2,2,0,0,Adult (25-64),10
2007,44,2,1,2,2,0,0,Teen (15-20),2
2007,44,2,1,2,2,0,0,Young Adult (21-24),3
2007,44,2,2,1,2,0,1,Adult (25-64),1
2007,44,2,2,2,2,0,0,Adult (25-64),5
2007,44,2,2,2,2,0,0,Senior (65+),2
2007,44,2,2,2,2,0,0,Young Adult (21-24),1
2007,44,2,2,2,2,0,1,Teen (15-20),1
2007,44,2,3,1,2,0,0,Adult (25-64),2
2007,44,2,3,1,2,0,0,Teen (15-20),1
2007,44,2,3,2,2,0,0,Adult (25-64),12
2007,44,2,3,2,2,0,0,Senior (65+),2
2007,44,2,3,2,2,0,0,Teen (15-20),4
2007,44,2,3,2,2,0,0,Young Adult (21-24),2
2007,44,2,3,2,2,0,1,Adult (25-64),1
2007,45,1,1,1,2,0,0,Adult (25-64),5
2007,45,1,1,1,2,0,0,Young Adult (21-24),1
2007,45,1,1,2,1,0,0,Senior (65+),1
2007,45,1,1,2,2,0,0,Adult (25-64),122
2007,45,1,1,2,2,0,0,Senior (65+),4
2007,45,1,1,2,2,0,0,Teen (15-20),12
2007,45,1,1,2,2,0,0,Young Adult (21-24),28
2007,45,1,1,2,2,0,1,Adult (25-64),13
2007,45,1,1,2,2,0,1,Senior (65+),4
2007,45,1,1,2,2,0,1,Teen (15-20),2
2007,45,1,1,2,2,0,1,Young Adult (21-24),3
2007,45,1,1,2,2,2,0,Adult (25-64),1
2007,45,1,2,1,2,0,0,Adult (25-64),5
2007,45,1,2,1,2,0,0,Teen (15-20),2
2007,45,1,2,2,2,0,0,Adult (25-64),38
2007,45,1,2,2,2,0,0,Senior (65+),4
2007,45,1,2,2,2,0,0,Teen (15-20),20
2007,45,1,2,2,2,0,0,Young Adult (21-24),9
2007,45,1,2,2,2,0,1,Adult (25-64),4
2007,45,1,2,2,2,0,1,Teen (15-20),4
2007,45,1,3,1,2,0,0,Adult (25-64),4
2007,45,1,3,1,2,0,0,Senior (65+),1
2007,45,1,3,1,2,0,0,Teen (15-20),2
2007,45,1,3,1,2,0,0,Young Adult (21-24),3
2007,45,1,3,2,1,0,0,Adult (25-64),6
2007,45,1,3,2,1,0,0,Senior (65+),2
2007,45,1,3,2,1,0,0,Young Adult (21-24),2
2007,45,1,3,2,1,0,1,Adult (25-64),1
2007,45,1,3,2,2,0,0,Adult (25-64),56
2007,45,1,3,2,2,0,0,Senior (65+),17
2007,45,1,3,2,2,0,0,Teen (15-20),34
2007,45,1,3,2,2,0,0,Young Adult (21-24),24
2007,45,1,3,2,2,0,1,Adult (25-64),10
2007,45,1,3,2,2,0,1,Teen (15-20),4
2007,45,1,3,2,2,0,1,Young Adult (21-24),5
2007,45,1,3,2,2,2,0,Adult (25-64),1
2007,45,2,1,1,2,0,0,Adult (25-64),2
2007,45,2,1,1,2,0,0,Senior (65+),2
2007,45,2,1,2,1,0,0,Adult (25-64),1
2007,45,2,1,2,2,0,0,Adult (25-64),71
2007,45,2,1,2,2,0,0,Senior (65+),7
2007,45,2,1,2,2,0,0,Teen (15-20),19
2007,45,2,1,2,2,0,0,Young Adult (21-24),23
2007,45,2,1,2,2,0,1,Adult (25-64),9
2007,45,2,1,2,2,0,1,Teen (15-20),4
2007,45,2,1,2,2,0,1,Young Adult (21-24),2
2007,45,2,1,2,2,0,99,Adult (25-64),1
2007,45,2,1,2,2,1,0,Adult (25-64),1
2007,45,2,2,1,2,0,0,Adult (25-64),1
2007,45,2,2,2,1,0,0,Adult (25-64),3
2007,45,2,2,2,1,0,0,Senior (65+),2
2007,45,2,2,2,2,0,0,Adult (25-64),28
2007,45,2,2,2,2,0,0,Senior (65+),5
2007,45,2,2,2,2,0,0,Young Adult (21-24),3
2007,45,2,3,1,2,0,0,Adult (25-64),13
2007,45,2,3,1,2,0,0,Senior (65+),10
2007,45,2,3,1,2,0,0,Teen (15-20),5
2007,45,2,3,1,2,0,0,Young Adult (21-24),3
2007,45,2,3,2,1,0,0,Adult (25-64),12
2007,45,2,3,2,1,0,0,Senior (65+),1
2007,45,2,3,2,1,0,0,Teen (15-20),1
2007,45,2,3,2,1,0,0,Young Adult (21-24),2
2007,45,2,3,2,1,1,0,Teen (15-20),1
2007,45,2,3,2,2,0,0,Adult (25-64),185
2007,45,2,3,2,2,0,0,Senior (65+),55
2007,45,2,3,2,2,0,0,Teen (15-20),62
2007,45,2,3,2,2,0,0,Young Adult (21-24),50
2007,45,2,3,2,2,0,1,Adult (25-64),21
2007,45,2,3,2,2,0,1,Senior (65+),5
2007,45,2,3,2,2,0,1,Teen (15-20),7
2007,45,2,3,2,2,0,1,Young Adult (21-24),1
2007,45,2,3,2,2,1,0,Adult (25-64),1
2007,45,2,3,2,2,1,1,Adult (25-64),1
2007,45,2,3,2,2,1,1,Teen (15-20),1
2007,45,2,3,2,2,2,0,Adult (25-64),1
2007,45,2,3,2,2,4,0,Adult (25-64),1
2007,46,1,1,2,2,0,0,Adult (25-64),8
2007,46,1,1,2,2,0,0,Teen (15-20),4
2007,46,1,1,2,2,0,0,Young Adult (21-24),6
2007,46,1,1,2,2,0,1,Young Adult (21-24),2
2007,46,1,2,1,2,0,0,Adult (25-64),1
2007,46,1,2,1,2,0,1,Adult (25-64),1
2007,46,1,2,2,2,0,0,Adult (25-64),10
2007,46,1,2,2,2,0,0,Teen (15-20),7
2007,46,1,2,2,2,0,0,Young Adult (21-24),2
2007,46,1,2,2,2,0,1,Adult (25-64),1
2007,46,1,2,2,2,0,1,Senior (65+),1
2007,46,1,2,2,2,0,1,Young Adult (21-24),1
2007,46,1,3,2,2,0,0,Adult (25-64),1
2007,46,1,3,2,2,0,0,Teen (15-20),1
2007,46,1,3,2,2,0,0,Young Adult (21-24),1
2007,46,1,3,2,2,0,1,Adult (25-64),1
2007,46,1,3,2,2,0,1,Senior (65+),1
2007,46,2,1,1,2,0,0,Teen (15-20),1
2007,46,2,1,2,1,0,0,Young Adult (21-24),1
2007,46,2,1,2,2,0,0,Adult (25-64),12
2007,46,2,1,2,2,0,0,Senior (65+),2
2007,46,2,1,2,2,0,0,Teen (15-20),4
2007,46,2,1,2,2,0,0,Young Adult (21-24),2
2007,46,2,1,2,2,0,1,Young Adult (21-24),1
2007,46,2,1,2,2,0,99,Adult (25-64),4
2007,46,2,2,1,2,0,1,Adult (25-64),1
2007,46,2,2,2,1,0,0,Senior (65+),1
2007,46,2,2,2,2,0,0,Adult (25-64),26
2007,46,2,2,2,2,0,0,Senior (65+),5
2007,46,2,2,2,2,0,0,Teen (15-20),2
2007,46,2,2,2,2,0,0,Young Adult (21-24),3
2007,46,2,2,2,2,0,1,Adult (25-64),3
2007,46,2,2,2,2,0,1,Senior (65+),4
2007,46,2,2,2,2,0,1,Teen (15-20),2
2007,46,2,2,2,2,2,1,Senior (65+),1
2007,46,2,3,1,2,0,0,Teen (15-20),1
2007,46,2,3,2,2,0,0,Adult (25-64),12
2007,46,2,3,2,2,0,0,Senior (65+),6
2007,46,2,3,2,2,0,0,Teen (15-20),1
2007,46,2,3,2,2,0,1,Adult (25-64),1
2007,46,2,3,2,2,0,1,Young Adult (21-24),1
2007,47,1,1,1,2,0,0,Adult (25-64),1
2007,47,1,1,1,2,0,0,Young Adult (21-24),1
2007,47,1,1,2,2,0,0,Adult (25-64),25
2007,47,1,1,2,2,0,0,Senior (65+),7
2007,47,1,1,2,2,0,0,Teen (15-20),15
2007,47,1,1,2,2,0,0,Young Adult (21-24),25
2007,47,1,1,2,2,0,1,Adult (25-64),2
2007,47,1,1,2,2,0,1,Young Adult (21-24),3
2007,47,1,1,2,2,1,0,Adult (25-64),2
2007,47,1,2,1,2,0,0,Adult (25-64),1
2007,47,1,2,1,2,0,0,Teen (15-20),2
2007,47,1,2,2,2,0,0,Adult (25-64),10
2007,47,1,2,2,2,0,0,Teen (15-20),8
2007,47,1,2,2,2,0,0,Young Adult (21-24),2
2007,47,1,2,2,2,0,1,Teen (15-20),2
2007,47,1,2,2,2,0,1,Young Adult (21-24),1
2007,47,1,2,2,2,1,0,Teen (15-20),1
2007,47,1,3,1,1,0,0,Teen (15-20),1
2007,47,1,3,1,2,0,0,Adult (25-64),6
2007,47,1,3,1,2,0,0,Senior (65+),3
2007,47,1,3,1,2,0,0,Teen (15-20),8
2007,47,1,3,1,2,0,0,Young Adult (21-24),4
2007,47,1,3,1,2,0,1,Teen (15-20),4
2007,47,1,3,2,2,0,0,Adult (25-64),64
2007,47,1,3,2,2,0,0,Senior (65+),2
2007,47,1,3,2,2,0,0,Teen (15-20),30
2007,47,1,3,2,2,0,0,Young Adult (21-24),25
2007,47,1,3,2,2,0,1,Adult (25-64),4
2007,47,1,3,2,2,0,1,Senior (65+),2
2007,47,1,3,2,2,0,1,Teen (15-20),5
2007,47,1,3,2,2,0,1,Young Adult (21-24),2
2007,47,1,3,2,2,1,1,Adult (25-64),1
2007,47,2,1,1,1,0,0,Adult (25-64),1
2007,47,2,1,1,2,0,0,Adult (25-64),10
2007,47,2,1,1,2,0,0,Teen (15-20),3
2007,47,2,1,1,2,0,0,Young Adult (21-24),5
2007,47,2,1,1,2,0,1,Adult (25-64),1
2007,47,2,1,1,2,2,0,Teen (15-20),1
2007,47,2,1,2,1,0,0,Adult (25-64),4
2007,47,2,1,2,2,0,0,Adult (25-64),80
2007,47,2,1,2,2,0,0,Senior (65+),3
2007,47,2,1,2,2,0,0,Teen (15-20),12
2007,47,2,1,2,2,0,0,Young Adult (21-24),12
2007,47,2,1,2,2,0,1,Adult (25-64),7
2007,47,2,1,2,2,0,1,Teen (15-20),1
2007,47,2,1,2,2,0,1,Young Adult (21-24),3
2007,47,2,1,2,2,0,99,Adult (25-64),1
2007,47,2,1,2,2,1,0,Adult (25-64),2
2007,47,2,2,1,2,0,0,Adult (25-64),7
2007,47,2,2,1,2,0,0,Senior (65+),2
2007,47,2,2,1,2,0,0,Teen (15-20),3
2007,47,2,2,1,2,0,0,Young Adult (21-24),2
2007,47,2,2,1,2,0,1,Adult (25-64),2
2007,47,2,2,1,2,3,0,Senior (65+),2
2007,47,2,2,2,1,0,0,Adult (25-64),7
2007,47,2,2,2,1,0,0,Senior (65+),1
2007,47,2,2,2,1,0,0,Young Adult (21-24),3
2007,47,2,2,2,1,1,0,Adult (25-64),1
2007,47,2,2,2,1,2,0,Adult (25-64),1
2007,47,2,2,2,2,0,0,Adult (25-64),87
2007,47,2,2,2,2,0,0,Senior (65+),15
2007,47,2,2,2,2,0,0,Teen (15-20),29
2007,47,2,2,2,2,0,0,Young Adult (21-24),14
2007,47,2,2,2,2,0,1,Adult (25-64),8
2007,47,2,2,2,2,0,1,Senior (65+),3
2007,47,2,2,2,2,0,1,Teen (15-20),3
2007,47,2,2,2,2,0,1,Young Adult (21-24),5
2007,47,2,2,2,2,0,99,Adult (25-64),2
2007,47,2,2,2,2,1,0,Young Adult (21-24),1
2007,47,2,3,1,1,0,0,Adult (25-64),1
2007,47,2,3,1,2,0,0,Adult (25-64),24
2007,47,2,3,1,2,0,0,Senior (65+),6
2007,47,2,3,1,2,0,0,Teen (15-20),9
2007,47,2,3,1,2,0,0,Young Adult (21-24),3
2007,47,2,3,1,2,0,1,Adult (25-64),2
2007,47,2,3,1,2,0,1,Senior (65+),1
2007,47,2,3,1,2,0,1,Teen (15-20),1
2007,47,2,3,1,2,1,0,Teen (15-20),1
2007,47,2,3,2,1,0,0,Adult (25-64),4
2007,47,2,3,2,1,0,0,Teen (15-20),1
2007,47,2,3,2,1,0,1,Senior (65+),1
2007,47,2,3,2,1,0,1,Teen (15-20),1
2007,47,2,3,2,2,0,0,Adult (25-64),243
2007,47,2,3,2,2,0,0,Senior (65+),92
2007,47,2,3,2,2,0,0,Teen (15-20),80
2007,47,2,3,2,2,0,0,Young Adult (21-24),47
2007,47,2,3,2,2,0,1,Adult (25-64),33
2007,47,2,3,2,2,0,1,Senior (65+),15
2007,47,2,3,2,2,0,1,Teen (15-20),10
2007,47,2,3,2,2,0,1,Young Adult (21-24),10
2007,47,2,3,2,2,0,99,Adult (25-64),4
2007,47,2,3,2,2,0,99,Senior (65+),1
2007,47,2,3,2,2,1,0,Adult (25-64),2
2007,47,2,3,2,2,1,0,Senior (65+),2
2007,47,2,3,2,2,2,0,Adult (25-64),2
2007,47,2,3,2,2,3,0,Adult (25-64),2
2007,48,1,1,1,1,0,0,Adult (25-64),3
2007,48,1,1,1,1,0,0,Teen (15-20),1
2007,48,1,1,1,1,0,0,Young Adult (21-24),1
2007,48,1,1,1,2,0,0,Adult (25-64),17
2007,48,1,1,1,2,0,0,Teen (15-20),4
2007,48,1,1,1,2,0,0,Young Adult (21-24),3
2007,48,1,1,1,2,1,0,Adult (25-64),1
2007,48,1,1,2,1,0,0,Adult (25-64),1
2007,48,1,1,2,1,0,0,Young Adult (21-24),3
2007,48,1,1,2,2,0,0,Adult (25-64),175
2007,48,1,1,2,2,0,0,Senior (65+),3
2007,48,1,1,2,2,0,0,Teen (15-20),50
2007,48,1,1,2,2,0,0,Young Adult (21-24),75
2007,48,1,1,2,2,0,1,Adult (25-64),9
2007,48,1,1,2,2,0,1,Teen (15-20),4
2007,48,1,1,2,2,0,1,Young Adult (21-24),9
2007,48,1,1,2,2,0,99,Adult (25-64),1
2007,48,1,1,2,2,0,99,Young Adult (21-24),1
2007,48,1,1,2,2,1,0,Adult (25-64),7
2007,48,1,1,2,2,1,0,Teen (15-20),4
2007,48,1,1,2,2,1,0,Young Adult (21-24),4
2007,48,1,1,2,2,1,1,Adult (25-64),1
2007,48,1,2,1,1,0,0,Adult (25-64),1
2007,48,1,2,1,2,0,0,Adult (25-64),5
2007,48,1,2,1,2,0,0,Senior (65+),2
2007,48,1,2,1,2,0,0,Young Adult (21-24),1
2007,48,1,2,2,2,0,0,Adult (25-64),50
2007,48,1,2,2,2,0,0,Senior (65+),7
2007,48,1,2,2,2,0,0,Teen (15-20),26
2007,48,1,2,2,2,0,0,Young Adult (21-24),9
2007,48,1,2,2,2,0,1,Adult (25-64),7
2007,48,1,2,2,2,0,1,Teen (15-20),2
2007,48,1,2,2,2,0,1,Young Adult (21-24),2
2007,48,1,2,2,2,1,0,Adult (25-64),1
2007,48,1,3,1,1,0,0,Adult (25-64),2
2007,48,1,3,1,1,0,0,Senior (65+),1
2007,48,1,3,1,1,1,0,Senior (65+),1
2007,48,1,3,1,2,0,0,Adult (25-64),38
2007,48,1,3,1,2,0,0,Senior (65+),8
2007,48,1,3,1,2,0,0,Teen (15-20),16
2007,48,1,3,1,2,0,0,Young Adult (21-24),13
2007,48,1,3,1,2,0,1,Adult (25-64),3
2007,48,1,3,1,2,0,1,Senior (65+),1
2007,48,1,3,1,2,0,1,Teen (15-20),2
2007,48,1,3,1,2,0,1,Young Adult (21-24),1
2007,48,1,3,1,2,1,0,Adult (25-64),3
2007,48,1,3,1,2,1,0,Senior (65+),1
2007,48,1,3,1,2,1,0,Teen (15-20),1
2007,48,1,3,1,2,2,0,Adult (25-64),1
2007,48,1,3,2,1,0,0,Adult (25-64),5
2007,48,1,3,2,1,0,0,Teen (15-20),2
2007,48,1,3,2,1,0,0,Young Adult (21-24),3
2007,48,1,3,2,1,0,1,Adult (25-64),2
2007,48,1,3,2,1,1,0,Adult (25-64),1
2007,48,1,3,2,1,1,0,Senior (65+),1
2007,48,1,3,2,2,0,0,Adult (25-64),301
2007,48,1,3,2,2,0,0,Senior (65+),41
2007,48,1,3,2,2,0,0,Teen (15-20),154
2007,48,1,3,2,2,0,0,Young Adult (21-24),112
2007,48,1,3,2,2,0,1,Adult (25-64),96
2007,48,1,3,2,2,0,1,Senior (65+),15
2007,48,1,3,2,2,0,1,Teen (15-20),20
2007,48,1,3,2,2,0,1,Young Adult (21-24),19
2007,48,1,3,2,2,0,99,Senior (65+),1
2007,48,1,3,2,2,1,0,Adult (25-64),11
2007,48,1,3,2,2,1,0,Teen (15-20),3
2007,48,1,3,2,2,1,0,Young Adult (21-24),4
2007,48,1,3,2,2,1,1,Adult (25-64),2
2007,48,1,3,2,2,1,1,Senior (65+),2
2007,48,1,3,2,2,1,1,Young Adult (21-24),1
2007,48,1,3,2,2,2,1,Young Adult (21-24),1
2007,48,1,3,2,2,4,0,Young Adult (21-24),1
2007,48,2,1,1,2,0,0,Adult (25-64),20
2007,48,2,1,1,2,0,0,Senior (65+),1
2007,48,2,1,1,2,0,0,Teen (15-20),6
2007,48,2,1,1,2,0,1,Adult (25-64),1
2007,48,2,1,1,2,0,99,Adult (25-64),1
2007,48,2,1,1,2,1,0,Young Adult (21-24),1
2007,48,2,1,2,1,0,0,Adult (25-64),10
2007,48,2,1,2,1,0,0,Teen (15-20),1
2007,48,2,1,2,1,0,0,Young Adult (21-24),6
2007,48,2,1,2,1,0,1,Adult (25-64),1
2007,48,2,1,2,1,0,1,Young Adult (21-24),1
2007,48,2,1,2,2,0,0,Adult (25-64),150
2007,48,2,1,2,2,0,0,Senior (65+),7
2007,48,2,1,2,2,0,0,Teen (15-20),48
2007,48,2,1,2,2,0,0,Young Adult (21-24),63
2007,48,2,1,2,2,0,1,Adult (25-64),14
2007,48,2,1,2,2,0,1,Senior (65+),1
2007,48,2,1,2,2,0,1,Teen (15-20),5
2007,48,2,1,2,2,0,1,Young Adult (21-24),3
2007,48,2,1,2,2,0,99,Adult (25-64),1
2007,48,2,1,2,2,0,99,Senior (65+),1
2007,48,2,1,2,2,0,99,Young Adult (21-24),3
2007,48,2,1,2,2,1,0,Adult (25-64),13
2007,48,2,1,2,2,1,0,Young Adult (21-24),3
2007,48,2,1,2,2,1,1,Adult (25-64),1
2007,48,2,2,1,1,0,0,Adult (25-64),2
2007,48,2,2,1,2,0,0,Adult (25-64),9
2007,48,2,2,1,2,0,0,Senior (65+),2
2007,48,2,2,1,2,0,0,Teen (15-20),3
2007,48,2,2,1,2,0,0,Young Adult (21-24),2
2007,48,2,2,1,2,0,1,Teen (15-20),1
2007,48,2,2,1,2,1,0,Senior (65+),1
2007,48,2,2,2,1,0,0,Adult (25-64),11
2007,48,2,2,2,1,0,0,Senior (65+),2
2007,48,2,2,2,1,0,0,Teen (15-20),4
2007,48,2,2,2,1,0,0,Young Adult (21-24),6
2007,48,2,2,2,2,0,0,Adult (25-64),71
2007,48,2,2,2,2,0,0,Senior (65+),9
2007,48,2,2,2,2,0,0,Teen (15-20),15
2007,48,2,2,2,2,0,0,Young Adult (21-24),15
2007,48,2,2,2,2,0,1,Adult (25-64),6
2007,48,2,2,2,2,0,1,Teen (15-20),3
2007,48,2,2,2,2,0,1,Young Adult (21-24),1
2007,48,2,2,2,2,1,0,Adult (25-64),2
2007,48,2,2,2,2,1,0,Senior (65+),4
2007,48,2,2,2,2,1,0,Teen (15-20),1
2007,48,2,2,2,2,4,0,Adult (25-64),1
2007,48,2,3,1,1,0,0,Adult (25-64),6
2007,48,2,3,1,1,0,0,Senior (65+),1
2007,48,2,3,1,1,0,0,Teen (15-20),1
2007,48,2,3,1,1,0,0,Young Adult (21-24),6
2007,48,2,3,1,1,0,1,Teen (15-20),1
2007,48,2,3,1,1,0,1,Young Adult (21-24),1
2007,48,2,3,1,2,0,0,Adult (25-64),87
2007,48,2,3,1,2,0,0,Senior (65+),31
2007,48,2,3,1,2,0,0,Teen (15-20),41
2007,48,2,3,1,2,0,0,Young Adult (21-24),23
2007,48,2,3,1,2,0,1,Adult (25-64),10
2007,48,2,3,1,2,0,1,Senior (65+),2
2007,48,2,3,1,2,0,1,Teen (15-20),5
2007,48,2,3,1,2,0,1,Young Adult (21-24),4
2007,48,2,3,1,2,0,99,Adult (25-64),2
2007,48,2,3,1,2,1,0,Adult (25-64),1
2007,48,2,3,1,2,1,0,Senior (65+),3
2007,48,2,3,1,2,1,0,Teen (15-20),1
2007,48,2,3,1,2,2,0,Senior (65+),1
2007,48,2,3,2,1,0,0,Adult (25-64),54
2007,48,2,3,2,1,0,0,Senior (65+),6
2007,48,2,3,2,1,0,0,Teen (15-20),22
2007,48,2,3,2,1,0,0,Young Adult (21-24),16
2007,48,2,3,2,1,0,1,Adult (25-64),8
2007,48,2,3,2,1,0,99,Adult (25-64),1
2007,48,2,3,2,1,1,0,Adult (25-64),1
2007,48,2,3,2,2,0,0,Adult (25-64),569
2007,48,2,3,2,2,0,0,Senior (65+),167
2007,48,2,3,2,2,0,0,Teen (15-20),186
2007,48,2,3,2,2,0,0,Young Adult (21-24),158
2007,48,2,3,2,2,0,1,Adult (25-64),48
2007,48,2,3,2,2,0,1,Senior (65+),11
2007,48,2,3,2,2,0,1,Teen (15-20),14
2007,48,2,3,2,2,0,1,Young Adult (21-24),18
2007,48,2,3,2,2,0,99,Adult (25-64),3
2007,48,2,3,2,2,0,99,Senior (65+),2
2007,48,2,3,2,2,0,99,Young Adult (21-24),2
2007,48,2,3,2,2,1,0,Adult (25-64),21
2007,48,2,3,2,2,1,0,Senior (65+),5
2007,48,2,3,2,2,1,0,Teen (15-20),4
2007,48,2,3,2,2,1,0,Young Adult (21-24),1
2007,48,2,3,2,2,1,1,Adult (25-64),1
2007,48,2,3,2,2,1,99,Young Adult (21-24),1
2007,48,2,3,2,2,2,0,Senior (65+),1
2007,48,2,3,2,2,4,0,Adult (25-64),6
2007,49,1,1,2,2,0,0,Adult (25-64),14
2007,49,1,1,2,2,0,0,Teen (15-20),3
2007,49,1,1,2,2,0,0,Young Adult (21-24),9
2007,49,1,1,2,2,0,1,Teen (15-20),1
2007,49,1,2,2,1,0,0,Teen (15-20),1
2007,49,1,2,2,2,0,0,Adult (25-64),9
2007,49,1,2,2,2,0,0,Senior (65+),2
2007,49,1,2,2,2,0,0,Teen (15-20),4
2007,49,1,2,2,2,0,0,Young Adult (21-24),3
2007,49,1,2,2,2,0,1,Adult (25-64),2
2007,49,1,2,2,2,0,1,Teen (15-20),1
2007,49,1,3,2,1,0,0,Adult (25-64),13
2007,49,1,3,2,1,0,0,Senior (65+),1
2007,49,1,3,2,1,0,0,Teen (15-20),4
2007,49,1,3,2,1,0,0,Young Adult (21-24),1
2007,49,1,3,2,2,0,0,Adult (25-64),19
2007,49,1,3,2,2,0,0,Senior (65+),1
2007,49,1,3,2,2,0,0,Teen (15-20),11
2007,49,1,3,2,2,0,0,Young Adult (21-24),9
2007,49,1,3,2,2,0,1,Young Adult (21-24),4
2007,49,2,1,2,1,0,0,Adult (25-64),2
2007,49,2,1,2,1,0,0,Teen (15-20),1
2007,49,2,1,2,2,0,0,Adult (25-64),11
2007,49,2,1,2,2,0,0,Senior (65+),1
2007,49,2,1,2,2,0,0,Teen (15-20),6
2007,49,2,1,2,2,0,0,Young Adult (21-24),1
2007,49,2,2,2,1,0,0,Adult (25-64),5
2007,49,2,2,2,1,0,0,Senior (65+),1
2007,49,2,2,2,1,0,0,Young Adult (21-24),2
2007,49,2,2,2,2,0,0,Adult (25-64),28
2007,49,2,2,2,2,0,0,Senior (65+),2
2007,49,2,2,2,2,0,0,Teen (15-20),5
2007,49,2,2,2,2,0,0,Young Adult (21-24),5
2007,49,2,2,2,2,0,1,Adult (25-64),1
2007,49,2,2,2,2,0,1,Senior (65+),2
2007,49,2,2,2,2,0,1,Teen (15-20),1
2007,49,2,3,1,2,0,0,Adult (25-64),2
2007,49,2,3,1,2,0,0,Teen (15-20),1
2007,49,2,3,1,2,0,0,Young Adult (21-24),1
2007,49,2,3,2,1,0,0,Adult (25-64),3
2007,49,2,3,2,1,0,0,Senior (65+),3
2007,49,2,3,2,1,0,0,Teen (15-20),6
2007,49,2,3,2,1,0,0,Young Adult (21-24),3
2007,49,2,3,2,2,0,0,Adult (25-64),51
2007,49,2,3,2,2,0,0,Senior (65+),11
2007,49,2,3,2,2,0,0,Teen (15-20),14
2007,49,2,3,2,2,0,0,Young Adult (21-24),11
2007,49,2,3,2,2,0,1,Adult (25-64),3
2007,49,2,3,2,2,0,1,Senior (65+),2
2007,49,2,3,2,2,0,1,Young Adult (21-24),1
2007,49,2,3,2,2,1,0,Adult (25-64),1
2007,50,1,1,1,2,0,0,Young Adult (21-24),1
2007,50,1,1,2,2,0,0,Adult (25-64),1
2007,50,1,1,2,2,0,0,Senior (65+),2
2007,50,1,1,2,2,0,0,Teen (15-20),2
2007,50,1,1,2,2,0,0,Young Adult (21-24),4
2007,50,1,2,1,2,0,0,Adult (25-64),1
2007,50,1,2,1,2,0,1,Teen (15-20),1
2007,50,1,2,2,1,0,0,Adult (25-64),1
2007,50,1,2,2,1,0,0,Teen (15-20),1
2007,50,1,2,2,2,0,0,Adult (25-64),3
2007,50,1,3,2,2,0,0,Adult (25-64),2
2007,50,1,3,2,2,0,0,Teen (15-20),2
2007,50,1,3,2,2,0,0,Young Adult (21-24),1
2007,50,1,3,2,2,0,1,Teen (15-20),1
2007,50,2,1,2,1,0,0,Senior (65+),1
2007,50,2,1,2,2,0,0,Adult (25-64),7
2007,50,2,1,2,2,0,0,Senior (65+),1
2007,50,2,1,2,2,0,0,Teen (15-20),1
2007,50,2,1,2,2,0,0,Young Adult (21-24),2
2007,50,2,1,2,2,0,1,Adult (25-64),1
2007,50,2,1,2,2,0,1,Senior (65+),1
2007,50,2,2,2,1,0,0,Adult (25-64),1
2007,50,2,2,2,1,0,0,Senior (65+),1
2007,50,2,2,2,2,0,0,Adult (25-64),6
2007,50,2,2,2,2,0,0,Senior (65+),2
2007,50,2,2,2,2,0,0,Teen (15-20),1
2007,50,2,2,2,2,0,1,Adult (25-64),1
2007,50,2,3,1,1,0,0,Adult (25-64),1
2007,50,2,3,1,2,0,0,Senior (65+),2
2007,50,2,3,1,2,0,0,Teen (15-20),2
2007,50,2,3,2,2,0,0,Adult (25-64),3
2007,50,2,3,2,2,0,0,Senior (65+),4
2007,50,2,3,2,2,0,0,Teen (15-20),2
2007,50,2,3,2,2,0,1,Senior (65+),3
2007,51,1,1,2,2,0,0,Adult (25-64),64
2007,51,1,1,2,2,0,0,Teen (15-20),19
2007,51,1,1,2,2,0,0,Young Adult (21-24),25
2007,51,1,1,2,2,0,1,Adult (25-64),3
2007,51,1,1,2,2,0,1,Young Adult (21-24),2
2007,51,1,1,2,2,4,0,Young Adult (21-24),1
2007,51,1,2,2,2,0,0,Adult (25-64),24
2007,51,1,2,2,2,0,0,Senior (65+),7
2007,51,1,2,2,2,0,0,Teen (15-20),26
2007,51,1,2,2,2,0,0,Young Adult (21-24),11
2007,51,1,2,2,2,0,1,Adult (25-64),4
2007,51,1,2,2,2,0,1,Teen (15-20),4
2007,51,1,2,2,2,1,0,Adult (25-64),1
2007,51,1,2,2,2,1,0,Teen (15-20),1
2007,51,1,2,2,2,2,0,Young Adult (21-24),1
2007,51,1,3,2,2,0,0,Adult (25-64),54
2007,51,1,3,2,2,0,0,Senior (65+),11
2007,51,1,3,2,2,0,0,Teen (15-20),38
2007,51,1,3,2,2,0,0,Young Adult (21-24),38
2007,51,1,3,2,2,0,1,Adult (25-64),4
2007,51,1,3,2,2,0,1,Teen (15-20),1
2007,51,1,3,2,2,0,1,Young Adult (21-24),1
2007,51,1,3,2,2,4,0,Adult (25-64),1
2007,51,2,1,2,1,0,0,Young Adult (21-24),1
2007,51,2,1,2,2,0,0,Adult (25-64),96
2007,51,2,1,2,2,0,0,Senior (65+),13
2007,51,2,1,2,2,0,0,Teen (15-20),12
2007,51,2,1,2,2,0,0,Young Adult (21-24),23
2007,51,2,1,2,2,0,1,Adult (25-64),6
